 	402380	13228
เช้า	566	59
ไพ	565	78
พฤติ	562	93
จิ	562	78
ไข้	562	61
ญี่	562	98
12	558	11
จร	558	24
ปุ่น	557	1
กด	557	129
เชิญ	556	99
ภู	555	97
วาส	555	17
มะ	553	149
ข้าม	552	126
เข้ม	552	86
หยุด	551	135
ปราบ	547	60
ยาว	547	123
แย้ง	545	16
พม่า	544	93
ฟุต	543	93
สิ	540	111
ทด	540	107
จบ	539	123
50	539	8
ศ.	537	29
ยาก	536	105
เค	536	107
หลบ	535	132
ลาร์	532	8
ห้าม	532	140
ดอล	532	34
ปะ	531	92
ฉบับ	531	99
ชล	531	61
100	530	9
เรียบ	529	122
รวบ	529	101
ยุบ	529	107
บวน	529	2
เส	528	112
สุน	528	31
อเม	528	64
ร้อน	527	58
ทูล	527	41
แปลง	526	35
ดม	526	21
รจา	526	1
คืบ	524	24
วชน	522	1
จันทร์	519	71
โม	518	147
โปร	518	153
พู	518	14
ส	516	100
ลักษณ์	515	42
ษณะ	514	1
จิต	513	112
วาน	509	79
พ.ต	508	33
สด	508	66
ปลัด	508	65
ดาว	504	154
เสธ	504	7
โด	503	91
ไล่	503	146
ก.ย.	503	7
บุก	502	162
คอม	502	124
ครึ่ง	502	129
เหรียญ	502	70
กลัว	501	90
เตะ	500	40
เก	499	83
ทา	499	125
เฉลิม	498	93
รง	497	9
โมง	496	8
แนะ	496	109
พุทธ	496	68
สัก	495	133
เพชร	495	121
2552	494	10
นนท์	494	70
ต้าน	494	65
ราว	492	119
อัตรา	492	90
ญาณ	492	21
นิจ	492	10
เจริญ	491	136
พาก	491	3
ทั่ง	488	4
รัส	488	78
ดอก	488	123
สัตว์	484	95
ซิ	482	106
บล	481	8
จัก	480	26
ลอง	480	52
เนียบ	479	2
ชู	478	95
วิ่ง	476	141
ก	474	83
ภ.	473	28
ขบวน	472	109
คอ	471	89
สน.	470	35
กล	470	97
เสพ	469	37
ยิน	468	75
ปราม	467	9
ล้อม	465	51
ล้ม	463	166
แพร่	463	52
เลี้ยง	463	111
พิษ	462	78
ถอน	461	96
นิว	460	78
ฟื้น	460	90
18	459	6
ณิชย์	459	4
มง	458	89
วัต	457	114
ญาต	457	2
เคราะห์	456	24
มหาด	455	27
เซ็น	454	122
เก่า	452	131
กัม	451	67
ตระ	450	124
ทับ	449	80
ซู	449	105
25	447	7
คว้า	445	129
ด่วน	444	49
14	442	7
ขัง	442	28
สอน	441	81
.บ.	440	1
เพิ่ง	438	105
เอฟ	438	77
ซี่	437	48
คลอง	436	86
เกต	435	26
17	435	7
โภค	434	8
เน้น	434	76
เว็บ	434	84
เลิศ	433	44
ด.	432	73
ย้ำ	431	84
2550	431	7
แรม	430	9
โค	430	147
จารย์	429	12
ณา	429	17
ธน	428	77
เกือบ	427	180
เชิง	425	105
กรร	424	53
โต้	424	104
24	424	6
อาร์	423	98
เซียน	423	16
เนื้อ	423	138
ศา	422	69
เชีย	422	8
ร	420	40
แลนด์	419	48
นี่	417	111
จอด	417	86
รอย	417	70
ฝั่ง	415	98
แมน	415	112
คุ้ม	414	97
โซ	413	124
2549	413	10
อ	412	81
เคลียร์	412	64
พงศ์	410	74
สมุทร	409	48
เช่า	407	74
สยาม	405	49
เภท	405	1
บุตร	404	101
ราม	404	60
เทียบ	403	72
ปิ	402	53
ญาติ	402	87
ษี	401	8
ริม	401	102
ลึก	401	84
โดน	400	117
21	399	7
เพลิง	399	38
หนี้	398	81
เสี่ยง	396	60
สภ	396	28
เน็ต	396	60
ขวัญ	395	90
ชิ	395	53
สร	394	22
เมิน	394	35
เขียน	394	110
นรา	394	41
ใส	392	29
ทนาย	392	81
รีบ	392	72
ปลาย	392	100
โย	392	75
ป	388	90
ชนิด	388	107
60	388	6
วัฒน์	388	72
13	385	9
ค่อย	385	49
ดร.	385	27
ขู่	384	91
คุก	384	50
จิตร	384	42
บอบ	384	13
รัง	383	102
เยี่ยม	383	47
ภรร	383	77
ช้าง	382	108
ไซต์	382	6
หนอง	381	63
ทอด	381	53
ณุ	380	8
นัย	379	26
ยุทธ์	379	17
ภัณฑ์	378	18
เซอร์	377	79
โบ	377	124
ฝาก	376	81
เลือด	374	84
กิต	373	47
26	371	7
รินทร์	371	35
ตู้	371	103
กะ	370	105
กฤติ	370	6
โหม	369	24
สมาน	369	62
ฉันท์	368	5
สนิท	367	74
วิทย์	367	50
ทิ้ง	366	127
เหลือง	366	31
เย็น	365	73
กล้า	364	74
เบียบ	364	3
วัฒ	363	64
ชะ	363	103
นก	362	53
พาน	362	22
เกล้า	362	14
วัฒน	361	64
19	360	7
40	359	6
ท้วง	359	14
พ้น	358	89
/	358	167
สิต	358	11
เดือด	356	63
2009	356	3
ชำ	356	78
ขาว	355	56
จด	355	82
โส	355	50
จง	355	43
เวอร์	354	67
เค้า	354	107
แท้	354	50
ทิตย์	354	5
ผ้า	354	85
เร	354	77
เปอร์	352	51
รัตน	350	50
อัล	346	86
ดอน	346	50
เลื่อน	346	89
กลา	345	23
ห้าง	343	71
ทัย	343	13
ย.	343	8
เปรม	343	23
กลาย	343	89
โจม	342	98
ค่อน	342	140
แสง	342	80
มุ่ง	342	102
แพ้	341	81
จาย	340	5
คราว	339	35
ราษ	339	36
เชื่อม	339	98
สี่	338	98
ออส	336	77
ฎร	336	1
เปรียบ	335	66
สงค์	335	7
บำ	335	80
บูรณ์	334	10
ฝึก	334	74
เขื่อน	333	75
หร่าน	332	1
หัน	331	102
ฉะ	330	27
คป	330	34
ง่าย	329	96
จ	329	80
สวม	329	95
เกรง	329	73
เพศ	329	52
ผก	329	36
ฝรั่ง	328	85
ดึง	328	102
เซ	326	89
ตรา	326	72
ธร	326	47
อ่อน	326	103
กัง	326	76
ทูต	325	32
ลิม	325	7
หอ	325	70
คราม	325	4
ห่าง	324	85
ยาง	322	88
ย่าน	322	81
ฉัย	322	2
งาม	320	65
31	319	9
สูจน์	319	1
รงค์	319	11
เสมอ	318	102
ขลา	318	2
ข่ม	316	90
เว้น	315	44
รุก	314	66
ห้า	314	72
ซ้ำ	314	126
ชวน	312	55
สก	312	46
เมิด	310	1
เทน	309	54
มัด	309	47
เท	309	77
ตุ้น	308	1
บรรณ	307	14
กอ	307	40
อง	307	43
แอล	307	82
ดุ	306	59
คี	306	32
ศิล	306	86
รณะ	305	7
ยี่	305	88
แวด	305	15
ขวา	305	66
ลาน	305	42
ผ่า	305	71
รัช	304	53
ทึก	304	5
ถล่ม	304	92
กรอบ	303	72
ไตร	303	66
โจทก์	303	40
บู	303	83
ปรี	302	37
ไต่	302	57
เยือน	302	34
ธง	301	74
ตี้	300	34
ล่วง	298	102
เกาะ	297	94
เบอร์	297	103
ญัติ	297	1
กูล	297	45
กาล	296	25
วาย	296	22
จารณ์	294	2
หมอ	294	75
งวด	291	47
ซ่อม	291	59
ตราย	290	2
พรรณ	290	37
ป้าย	289	83
ซอย	289	48
รวด	289	46
เยอะ	288	120
ปทุม	288	41
อัด	288	93
กบ	286	45
สูญ	285	77
สั้น	285	55
รส	285	64
ลับ	284	54
สอด	283	64
ภิ	283	38
ปรุง	283	21
พัง	283	102
ทวน	283	9
เท้า	282	57
แขวง	282	20
โน้ม	282	13
22	281	7
เดช	280	59
ฟู	280	21
คาร์	279	76
2.	279	2
เด	279	91
อยุธ	279	22
แจก	279	104
เดีย	278	9
เวน	278	26
กว้าง	278	59
วล	278	2
ดื่ม	278	62
หวั่น	277	89
เติบ	277	57
เศส	276	2
เลีย	276	17
รัมย์	276	9
บ้า	275	32
คอย	275	89
เจต	275	59
ภาร	275	62
ทิศ	275	65
พ	275	43
เบ	274	64
เชี่ยว	274	19
เบี้ย	274	19
โรจน์	274	43
เดอร์	273	47
ไง	273	22
ขี่	273	59
23	273	5
โยก	272	38
28	271	6
ไก่	271	84
ศุภ	271	30
ฤ	270	72
ศาสนา	270	38
ชัน	270	51
แทรก	269	60
เครียด	269	67
ลอย	268	106
พุ่ง	268	104
เปล่า	268	32
ปัก	268	78
หัส	268	5
27	267	6
โปร์	266	3
แต้ม	266	20
โชค	265	86
หนุน	265	95
ไลน์	265	25
อ่าน	264	74
โยง	264	46
ช้า	263	71
สิงค	263	57
ลบ	263	49
มู	263	57
ขวาง	262	50
ค่าย	261	81
เงื่อน	261	68
ซ้อน	260	40
อ่าง	260	58
ไร่	260	40
เทอร์	260	22
ดล	259	11
ลม	259	67
แซง	259	37
เมล์	259	20
ไน	258	31
ขอบ	258	76
มาส	258	36
รุ่ง	257	49
ปช	257	56
ฉลอง	256	65
สาท	256	2
ออน	256	81
ซ้าย	255	59
ไว	255	71
ก้าว	255	72
อภัย	255	21
พลาด	254	66
เคียง	254	12
เวร	253	24
เทียม	253	23
1.	253	1
พรุ่ง	252	59
ษะ	252	6
สลาก	252	36
กอล์ฟ	252	47
ว่าง	251	46
บาร์	251	62
มั้ย	249	114
ฮา	249	79
ผอ.	249	43
ยง	249	23
โจร	248	76
แก่น	248	14
แอร์	248	63
2551	248	8
ริย์	247	3
ด้า	247	16
ดวก	246	1
รี่	245	53
เอล	245	21
แพง	245	40
สบาย	245	66
นันท์	245	50
สโม	245	64
บิ	244	56
ทยาน	244	1
กั้น	244	52
ตื่น	244	80
หวย	244	73
ไท	244	52
รอด	244	62
ไกล	243	50
แอ	243	65
เจาะ	242	70
แท็ก	242	55
แจ็ค	242	40
ปัด	241	87
นน	241	35
สูตร	241	38
พิว	241	2
ไร้	240	107
เตร	240	2
จี้	240	80
พรร	240	23
ผลัก	239	68
แวร์	239	16
ทุ่ง	238	54
กษัต	238	19
ดวง	238	82
29	236	8
เดน	235	39
เยอ	235	56
ต้า	235	37
รบ	235	68
ทบ.	235	14
ราษฎร์	234	20
ตาก	234	56
วุ่น	234	47
ศล	234	3
ทัวร์	233	65
กล้อง	233	66
โชว์	233	87
ขืน	233	13
ทราย	233	53
เทือก	232	17
คลาย	232	23
สว.	232	25
มัย	231	19
รัด	231	43
ดัช	231	71
พัท	230	49
จรา	230	30
เรือง	230	30
นอง	229	30
200	229	4
มนุษย์	229	45
ต้อน	228	61
3.	228	4
พฤษ	228	8
อิสระ	228	49
เซล	227	21
สวัสดิ์	227	41
ตึก	227	62
ฟิ	226	66
หลาน	226	57
ดร	226	7
ด่าน	225	57
เรื่อย	224	36
เทา	224	9
ญ.	224	3
โรป	224	3
รมณ์	224	8
เหล็ก	223	73
วาท	223	10
บอร์ด	223	59
เคิล	223	4
ทรัพ	222	54
สกุล	222	70
ลาด	222	63
ขอน	221	44
ลอน	221	29
เต้น	220	52
แค	219	39
สภ.	219	14
นิส	219	20
นม	219	67
หิน	219	51
หลาก	218	44
คลุม	218	24
พจน์	218	28
เก้า	218	77
ชับ	217	3
มล	217	31
ผ่อน	217	58
สงฆ์	217	25
80	216	3
เกษ	216	10
ซอฟต์	216	65
52	215	6
จัน	215	43
นพ	215	25
แอบ	214	87
ปู	213	74
สระ	213	37
มัก	212	92
เต	212	46
สุทธิ์	212	14
ลอ	212	16
แฟ	212	73
ฝี	211	58
กฤต	211	21
ไชย	211	42
ออง	211	15
แก๊ง	210	70
ซิล	210	30
มาร	210	47
หุ่น	210	64
เดอะ	210	52
ทน	209	59
เฉียง	209	4
เหยื่อ	209	75
ถอด	209	69
สัด	208	39
เบิล	208	8
ศรัย	208	1
สกัด	207	71
เด่น	207	36
สตรี	207	60
มาน	206	34
หัก	206	82
ปลา	206	79
เบน	206	33
ไหม	206	100
สรรค์	205	14
เบิก	205	61
